Unnamed: 0,Job ID,Agency,Posting Type,No Of Positions,Civil Service Title,Title Classification,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Required Qualification,Residency In Newyork,Posting Date
126,532461,FINANCIAL INFO SVCS AGENCY,Internal,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),100000,140000,Annual,baccalaureate degree,No,5/16/2022
127,532461,FINANCIAL INFO SVCS AGENCY,External,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),100000,140000,Annual,baccalaureate degree,No,5/16/2022
128,535192,FINANCIAL INFO SVCS AGENCY,External,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),110000,115000,Annual,baccalaureate degree,No,6/14/2022
129,535192,FINANCIAL INFO SVCS AGENCY,Internal,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),110000,115000,Annual,baccalaureate degree,No,6/14/2022
130,535386,FINANCIAL INFO SVCS AGENCY,External,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),110000,140000,Annual,baccalaureate degree,No,6/15/2022
131,535386,FINANCIAL INFO SVCS AGENCY,Internal,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),110000,140000,Annual,baccalaureate degree,No,6/15/2022
132,536237,FINANCIAL INFO SVCS AGENCY,Internal,1,SENIOR IT ARCHITECT,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),100000,129000,Annual,baccalaureate degree,No,6/22/2022
133,536237,FINANCIAL INFO SVCS AGENCY,External,1,SENIOR IT ARCHITECT,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),100000,129000,Annual,baccalaureate degree,No,6/22/2022
134,536347,FINANCIAL INFO SVCS AGENCY,External,1,COMPUTER ASSOC (OPERATIONS),Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),61470,75000,Annual,certificate,No,6/23/2022
135,536347,FINANCIAL INFO SVCS AGENCY,Internal,1,COMPUTER ASSOC (OPERATIONS),Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),61470,75000,Annual,certificate,No,6/23/2022
136,536975,FINANCIAL INFO SVCS AGENCY,Internal,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),105000,120000,Annual,baccalaureate degree,No,6/27/2022
137,536975,FINANCIAL INFO SVCS AGENCY,External,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),105000,120000,Annual,baccalaureate degree,No,6/27/2022
138,539017,HRA/DEPT OF SOCIAL SERVICES,External,1,COMPUTER SYSTEMS MANAGER,Competitive-1,"Technology, Data & Innovation ",full time,Manager,80931,208826,Annual,master's degree,No,7/26/2022
139,539017,HRA/DEPT OF SOCIAL SERVICES,Internal,1,COMPUTER SYSTEMS MANAGER,Competitive-1,"Technology, Data & Innovation ",full time,Manager,80931,208826,Annual,master's degree,No,7/26/2022
140,540619,FINANCIAL INFO SVCS AGENCY,External,1,TELECOMMUNICATIONS ASSOCIATE (,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),43392,58918,Annual,baccalaureate degree,Yes,7/15/2022
141,540619,FINANCIAL INFO SVCS AGENCY,Internal,1,TELECOMMUNICATIONS ASSOCIATE (,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),43392,58918,Annual,baccalaureate degree,Yes,7/15/2022
142,542780,FINANCIAL INFO SVCS AGENCY,Internal,1,COMPUTER SYSTEMS MANAGER,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),58700,95000,Annual,master's degree,No,7/27/2022
143,542780,FINANCIAL INFO SVCS AGENCY,External,1,COMPUTER SYSTEMS MANAGER,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),58700,95000,Annual,master's degree,No,7/27/2022
144,545108,FINANCIAL INFO SVCS AGENCY,Internal,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),0,75000,Annual,baccalaureate degree,No,8/10/2022
145,545108,FINANCIAL INFO SVCS AGENCY,External,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),0,75000,Annual,baccalaureate degree,No,8/10/2022
146,545183,FINANCIAL INFO SVCS AGENCY,External,1,SENIOR IT ARCHITECT,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),100000,105000,Annual,baccalaureate degree,No,8/10/2022
147,545183,FINANCIAL INFO SVCS AGENCY,Internal,1,SENIOR IT ARCHITECT,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),100000,105000,Annual,baccalaureate degree,No,8/10/2022
148,545694,FINANCIAL INFO SVCS AGENCY,Internal,1,SENIOR IT ARCHITECT,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),100000,145000,Annual,baccalaureate degree,No,8/15/2022
149,545694,FINANCIAL INFO SVCS AGENCY,External,1,SENIOR IT ARCHITECT,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),100000,145000,Annual,baccalaureate degree,No,8/15/2022
150,546705,FINANCIAL INFO SVCS AGENCY,External,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),110000,120000,Annual,baccalaureate degree,No,8/18/2022
151,546705,FINANCIAL INFO SVCS AGENCY,Internal,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),110000,120000,Annual,baccalaureate degree,No,8/18/2022
152,547920,FINANCIAL INFO SVCS AGENCY,Internal,1,IT SERVICE MANAGEMENT SPECIALI,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),90000,100000,Annual,baccalaureate degree,No,8/25/2022
153,547920,FINANCIAL INFO SVCS AGENCY,External,1,IT SERVICE MANAGEMENT SPECIALI,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),90000,100000,Annual,baccalaureate degree,No,8/25/2022
154,548554,FINANCIAL INFO SVCS AGENCY,External,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),0,140000,Annual,baccalaureate degree,No,8/30/2022
155,548554,FINANCIAL INFO SVCS AGENCY,Internal,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),0,140000,Annual,baccalaureate degree,No,8/30/2022
156,549568,FINANCIAL INFO SVCS AGENCY,External,1,MOTOR VEHICLE OPERATOR,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),39963,49927,Annual,others,Yes,9/7/2022
157,549568,FINANCIAL INFO SVCS AGENCY,Internal,1,MOTOR VEHICLE OPERATOR,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),39963,49927,Annual,others,Yes,9/7/2022
158,549839,DEPARTMENT OF TRANSPORTATION,Internal,1,IT SECURITY SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Entry-Level,0,150000,Annual,baccalaureate degree,No,9/7/2022
159,549839,DEPARTMENT OF TRANSPORTATION,External,1,IT SECURITY SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Entry-Level,0,150000,Annual,baccalaureate degree,No,9/7/2022
160,549948,FINANCIAL INFO SVCS AGENCY,External,1,IT AUTOMATION AND MONITORING E,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),75000,113000,Annual,baccalaureate degree,No,9/8/2022
161,549948,FINANCIAL INFO SVCS AGENCY,Internal,1,IT AUTOMATION AND MONITORING E,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),75000,113000,Annual,baccalaureate degree,No,9/8/2022
162,550030,FINANCIAL INFO SVCS AGENCY,External,1,IT SERVICE MANAGEMENT SPECIALI,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),0,75000,Annual,baccalaureate degree,No,9/8/2022
163,550030,FINANCIAL INFO SVCS AGENCY,Internal,1,IT SERVICE MANAGEMENT SPECIALI,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),0,75000,Annual,baccalaureate degree,No,9/8/2022
164,550478,FINANCIAL INFO SVCS AGENCY,Internal,1,CLERICAL ASSOCIATE,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),32850,48940,Annual,high school,Yes,9/9/2022
165,550478,FINANCIAL INFO SVCS AGENCY,External,1,CLERICAL ASSOCIATE,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),32850,48940,Annual,high school,Yes,9/9/2022
166,551955,FINANCIAL INFO SVCS AGENCY,Internal,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),110000,115000,Annual,baccalaureate degree,No,9/20/2022
167,551955,FINANCIAL INFO SVCS AGENCY,External,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),110000,115000,Annual,baccalaureate degree,No,9/20/2022
168,552055,DEPARTMENT OF CORRECTION,Internal,1,IT AUTOMATION AND MONITORING E,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),100000,140000,Annual,baccalaureate degree,No,9/20/2022
169,552055,DEPARTMENT OF CORRECTION,External,1,IT AUTOMATION AND MONITORING E,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),100000,140000,Annual,baccalaureate degree,No,9/20/2022
170,552191,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CERT IT DEVELOPER (APP),Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),81951,111330,Annual,certification,No,9/30/2022
171,552191,DEPT OF ENVIRONMENT PROTECTION,External,1,CERT IT DEVELOPER (APP),Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),81951,111330,Annual,certification,No,9/30/2022
172,552206,DEPT OF ENVIRONMENT PROTECTION,External,1,CERT IT DEVELOPER (APP),Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),81951,111330,Annual,certification,No,10/5/2022
173,552206,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CERT IT DEVELOPER (APP),Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),81951,111330,Annual,certification,No,10/5/2022
174,552802,FINANCIAL INFO SVCS AGENCY,Internal,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),120000,132000,Annual,baccalaureate degree,No,9/26/2022
175,552802,FINANCIAL INFO SVCS AGENCY,External,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),120000,132000,Annual,baccalaureate degree,No,9/26/2022
176,554145,TECHNOLOGY & INNOVATION,External,1,IT SECURITY SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),75000,75000,Annual,baccalaureate degree,No,4/17/2023
177,554145,TECHNOLOGY & INNOVATION,Internal,1,IT SECURITY SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),75000,75000,Annual,baccalaureate degree,No,4/10/2023
178,555556,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),84468,111003,Annual,master's degree,Yes,10/20/2022
179,555556,DEPT OF ENVIRONMENT PROTECTION,External,1,CITY RESEARCH SCIENTIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),84468,111003,Annual,master's degree,Yes,10/20/2022
180,556745,DEPT OF ENVIRONMENT PROTECTION,External,2,INSTRUMENTATION SPECIALIST,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),74773,76650,Annual,bachelor's degree,Yes,10/20/2022
181,556745,DEPT OF ENVIRONMENT PROTECTION,Internal,2,INSTRUMENTATION SPECIALIST,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),74773,76650,Annual,bachelor's degree,Yes,10/20/2022
182,557152,FINANCIAL INFO SVCS AGENCY,Internal,1,IT AUTOMATION AND MONITORING E,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),75000,80000,Annual,baccalaureate degree,No,10/21/2022
183,557152,FINANCIAL INFO SVCS AGENCY,External,1,IT AUTOMATION AND MONITORING E,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),75000,80000,Annual,baccalaureate degree,No,10/21/2022
184,558012,FINANCIAL INFO SVCS AGENCY,External,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),0,75000,Annual,baccalaureate degree,No,10/26/2022
185,558012,FINANCIAL INFO SVCS AGENCY,Internal,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),0,75000,Annual,baccalaureate degree,No,10/26/2022
186,561002,FINANCIAL INFO SVCS AGENCY,Internal,1,COMPUTER ASSOC (TECH SUPP),Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),75000,88500,Annual,baccalaureate degree,Yes,11/15/2022
187,561002,FINANCIAL INFO SVCS AGENCY,External,1,COMPUTER ASSOC (TECH SUPP),Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),75000,88500,Annual,baccalaureate degree,Yes,11/15/2022
188,565279,DEPARTMENT OF TRANSPORTATION,Internal,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),0,140000,Annual,baccalaureate degree,No,12/28/2022
189,565279,DEPARTMENT OF TRANSPORTATION,External,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),0,140000,Annual,baccalaureate degree,No,12/28/2022
190,566216,FINANCIAL INFO SVCS AGENCY,External,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),100000,110000,Annual,baccalaureate degree,No,12/27/2022
191,566216,FINANCIAL INFO SVCS AGENCY,Internal,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),100000,110000,Annual,baccalaureate degree,No,12/27/2022
192,566458,FINANCIAL INFO SVCS AGENCY,External,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),120000,130000,Annual,baccalaureate degree,No,12/28/2022
193,566458,FINANCIAL INFO SVCS AGENCY,Internal,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),120000,130000,Annual,baccalaureate degree,No,12/28/2022
194,566997,FINANCIAL INFO SVCS AGENCY,Internal,1,COMPUTER SYSTEMS MANAGER,Competitive-1,"Technology, Data & Innovation ",full time,Manager,140000,150000,Annual,master's degree,No,1/4/2023
195,566997,FINANCIAL INFO SVCS AGENCY,External,1,COMPUTER SYSTEMS MANAGER,Competitive-1,"Technology, Data & Innovation ",full time,Manager,140000,150000,Annual,master's degree,No,1/4/2023
196,567049,FINANCIAL INFO SVCS AGENCY,External,1,TELECOMMUNICATION MANAGER,Competitive-1,"Technology, Data & Innovation ",full time,Manager,150000,160000,Annual,baccalaureate degree,Yes,1/4/2023
197,567049,FINANCIAL INFO SVCS AGENCY,Internal,1,TELECOMMUNICATION MANAGER,Competitive-1,"Technology, Data & Innovation ",full time,Manager,150000,160000,Annual,baccalaureate degree,Yes,1/4/2023
198,567108,FINANCIAL INFO SVCS AGENCY,Internal,1,IT SECURITY SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),150000,160000,Annual,baccalaureate degree,No,1/4/2023
199,567108,FINANCIAL INFO SVCS AGENCY,External,1,IT SECURITY SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),150000,160000,Annual,baccalaureate degree,No,1/4/2023
200,567184,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE PUBLIC RECORDS OFFIC,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),61469,87863,Annual,master's degree,Yes,1/18/2023
201,567184,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ASSOCIATE PUBLIC RECORDS OFFIC,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),61469,87863,Annual,master's degree,Yes,1/18/2023
202,567215,FINANCIAL INFO SVCS AGENCY,Internal,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),140000,150000,Annual,baccalaureate degree,No,1/4/2023
203,567215,FINANCIAL INFO SVCS AGENCY,External,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),140000,150000,Annual,baccalaureate degree,No,1/4/2023
204,567427,FINANCIAL INFO SVCS AGENCY,External,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),105000,120000,Annual,baccalaureate degree,No,1/23/2023
205,567427,FINANCIAL INFO SVCS AGENCY,Internal,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),105000,120000,Annual,baccalaureate degree,No,1/23/2023
206,567833,FINANCIAL INFO SVCS AGENCY,Internal,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),130000,145000,Annual,baccalaureate degree,No,1/9/2023
207,567833,FINANCIAL INFO SVCS AGENCY,External,1,IT INFRASTRUCTURE ENGINEER,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),130000,145000,Annual,baccalaureate degree,No,1/9/2023
208,567837,FINANCIAL INFO SVCS AGENCY,External,1,COMPUTER SYSTEMS MANAGER,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),125000,135000,Annual,master's degree,No,1/9/2023
209,567837,FINANCIAL INFO SVCS AGENCY,Internal,1,COMPUTER SYSTEMS MANAGER,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),125000,135000,Annual,master's degree,No,1/9/2023
210,568416,FINANCIAL INFO SVCS AGENCY,Internal,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),110000,120000,Annual,baccalaureate degree,No,1/10/2023
211,568416,FINANCIAL INFO SVCS AGENCY,External,1,IT PROJECT SPECIALIST,Non-Competitive-5,"Technology, Data & Innovation ",full time,Experienced (non-manager),110000,120000,Annual,baccalaureate degree,No,1/10/2023
212,569629,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ENGINEERING TECHNICIAN,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),56069,78142,Annual,high school,Yes,1/18/2023
213,569629,DEPT OF ENVIRONMENT PROTECTION,External,1,ENGINEERING TECHNICIAN,Competitive-1,"Technology, Data & Innovation ",full time,Experienced (non-manager),56069,78142,Annual,high school,Yes,1/18/2023
214,571789,DEPT OF ENVIRONMENT PROTECTION,External,1,DEPUTY COMMISSIONER OF IT,Non-Competitive-5,"Technology, Data & Innovation ",full time,Manager,97830,231974,Annual,baccalaureate degree,Yes,1/31/2023
215,571789,DEPT OF ENVIRONMENT PROTECTION,Internal,1,DEPUTY COMMISSIONER OF IT,Non-Competitive-5,"Technology, Data & Innovation ",full time,Manager,97830,231974,Annual,baccalaureate degree,Yes,1/31/2023
216,573254,DEPT OF ENVIRONMENT PROTECTION,External,1,COMPUTER SPECIALIST (SOFTWARE),Competitive-1,"Technology, Data & Innovation ",full time,Manager,85371,109990,Annual,baccalaureate degree,No,2/8/2023
